athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Alberto Martinez,ESP,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,BUL,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,GER,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,ECU,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.8,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Smith,USA,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.8,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Signorini,AUS,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6812.9,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Brazier,AUS,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6813.3,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6814.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,RUS,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6814.2,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandr Astapov,RUS,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6815.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,ISR,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6816.9,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6817.9,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,POL,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6819.8,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,CAN,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6823.1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaspar Andrade Budino,ESP,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6823.7,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,USA,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6855.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6856.4,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Nonaka,JPN,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6882.3,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Brinegar,USA,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,6977.6,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Toledano,ISR,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7005.3,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Sodemann,SWE,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7005.8,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clement Batte,FRA,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7046.1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabao An,CHN,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7051.6,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Wright,NZL,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7054.1,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artem Mamushkin,RUS,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7059.5,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremias Munoz,ARG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7059.8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Gravley,USA,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7064.3,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosuke Aoki,JPN,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7399.7,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katelnikof Alexander Dawson,CAN,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7426.2,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,KAZ,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7683.5,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislav Redko,KAZ,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7732.3,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ching Leung Sunny Poon,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7882.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun Hin Hui,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,7935.8,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yin Kwan,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,8044.5,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lok Yin Law,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,8084.3,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun Hei Bryan Leung,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,8106.7,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Ho Tsang,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,8114.3,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka Lung Kwan,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,8155.2,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chung Kiu Yau,HKG,10/21/2017,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,66.0,8173.7,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
